Name,SI,Handles,VM,WS,PM,NPM,Path,Company,CPU,FileVersion,ProductVersion,Description,Product,__NounName,BasePriority,ExitCode,HasExited,ExitTime,Handle,SafeHandle,HandleCount,Id,MachineName,MainWindowHandle,MainWindowTitle,MainModule,MaxWorkingSet,MinWorkingSet,Modules,NonpagedSystemMemorySize,NonpagedSystemMemorySize64,PagedMemorySize,PagedMemorySize64,PagedSystemMemorySize,PagedSystemMemorySize64,PeakPagedMemorySize,PeakPagedMemorySize64,PeakWorkingSet,PeakWorkingSet64,PeakVirtualMemorySize,PeakVirtualMemorySize64,PriorityBoostEnabled,PriorityClass,PrivateMemorySize,PrivateMemorySize64,PrivilegedProcessorTime,ProcessName,ProcessorAffinity,Responding,SessionId,StartInfo,StartTime,SynchronizingObject,Threads,TotalProcessorTime,UserProcessorTime,VirtualMemorySize,VirtualMemorySize64,EnableRaisingEvents,StandardInput,StandardOutput,StandardError,WorkingSet,WorkingSet64,Site,Container
Video.UI,1,741,2.20388E+12,122880,22462464,39640,C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.19031.11411.0_x64__8wekyb3d8bbwe\Video.UI.exe,Microsoft Corporation,1.015625,10.19031.1141.00000,10.19031.114100000-19031,Video Application,Entertainment Platform,Process,8,,FALSE,,3892,Microsoft.Win32.SafeHandles.SafeProcessHandle,741,11612,.,787352,Movies & TV,System.Diagnostics.ProcessModule (Video.UI.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,39640,39640,22462464,22462464,650064,650064,23891968,23891968,67289088,67289088,605908992,2.20392E+12,TRUE,Normal,22462464,22462464,00:00.7,Video.UI,255,FALSE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:26,,System.Diagnostics.ProcessThreadCollection,00:01.0,00:00.3,565014528,2.20388E+12,FALSE,,,,122880,122880,,
Windows.WARP.JITService,0,131,2.20339E+12,7495680,2105344,6248,,,,,,,,Process,8,,,,,,131,2644,.,0,,,,,,6248,6248,2105344,2105344,72208,72208,2502656,2502656,7770112,7770112,74502144,2.20339E+12,,,2105344,2105344,,Windows.WARP.JITService,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,72667136,2.20339E+12,FALSE,,,,7495680,7495680,,
WindowsInternal.ComposableShell.Experiences.TextInput.InputApp,1,490,2.20372E+12,37146624,11104256,21888,C:\Windows\SystemApps\InputApp_cw5n1h2txyewy\WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe,Microsoft Corporation,1.328125,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe,Microsoft? Windows? Operating System,Process,8,,FALSE,,3088,Microsoft.Win32.SafeHandles.SafeProcessHandle,490,11884,.,131576,Microsoft Text Input Application,System.Diagnostics.ProcessModule (WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,21888,21888,11104256,11104256,529616,529616,12312576,12312576,48963584,48963584,439332864,2.20376E+12,TRUE,Normal,11104256,11104256,00:00.6,WindowsInternal.ComposableShell.Experiences.TextInput.InputApp,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 15:03,,System.Diagnostics.ProcessThreadCollection,00:01.3,00:00.7,397455360,2.20372E+12,FALSE,,,,37146624,37146624,,
wininit,0,156,2.20339E+12,5156864,1437696,10832,,,,,,,,Process,13,,,,,,156,804,.,0,,,,,,10832,10832,1437696,1437696,76512,76512,2002944,2002944,7151616,7151616,82247680,2.2034E+12,,,1437696,1437696,,wininit,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,69369856,2.20339E+12,FALSE,,,,5156864,5156864,,
winlogon,1,272,2.20342E+12,10723328,2707456,12736,,,,,,,,Process,13,,,,,,272,976,.,0,,,,,,12736,12736,2707456,2707456,149728,149728,3899392,3899392,33406976,33406976,126300160,2.20344E+12,,,2707456,2707456,,winlogon,,TRUE,1,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,104763392,2.20342E+12,FALSE,,,,10723328,10723328,,
WinStore.App,1,1078,5295591424,180224,64667648,72208,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11905.1001.4.0_x64__8wekyb3d8bbwe\WinStore.App.exe,Microsoft Corporation,2.984375,11905.1001.4.0,11905.1001.4.0,Store,Windows Store,Process,8,,FALSE,,2060,Microsoft.Win32.SafeHandles.SafeProcessHandle,1078,11992,.,263110,Microsoft Store,System.Diagnostics.ProcessModule (WinStore.App.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,72208,72208,64667648,64667648,1082000,1082000,82280448,82280448,157171712,157171712,1049907200,5344874496,TRUE,Normal,64667648,64667648,00:01.2,WinStore.App,255,FALSE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:24,,System.Diagnostics.ProcessThreadCollection,00:03.0,00:01.8,1000624128,5295591424,FALSE,,,,180224,180224,,
WmiPrvSE,0,200,2.2034E+12,10575872,3997696,11688,,,,,,,,Process,8,,TRUE,,,,200,6036,.,0,,,,,,11688,11688,3997696,3997696,89160,89160,7720960,7720960,14344192,14344192,93569024,2.20341E+12,,,3997696,3997696,,WmiPrvSE,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,83148800,2.2034E+12,FALSE,,,,10575872,10575872,,
WmiPrvSE,0,291,2.20344E+12,13959168,10223616,14544,,,,,,,,Process,8,,TRUE,,,,291,10880,.,0,,,,,,14544,14544,10223616,10223616,103912,103912,31473664,31473664,40103936,40103936,170377216,2.20349E+12,,,10223616,10223616,,WmiPrvSE,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,122892288,2.20344E+12,FALSE,,,,13959168,13959168,,
WUDFHost,0,632,2.20346E+12,8306688,6250496,15560,,,,,,,,Process,8,,,,,,632,3524,.,0,,,,,,15560,15560,6250496,6250496,211576,211576,6443008,6443008,12181504,12181504,143417344,2.20346E+12,,,6250496,6250496,,WUDFHost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,140267520,2.20346E+12,FALSE,,,,8306688,8306688,,
WUDFHost,0,355,2.20342E+12,9904128,5439488,23248,,,,,,,,Process,8,,,,,,355,3716,.,0,,,,,,23248,23248,5439488,5439488,126200,126200,5722112,5722112,13852672,13852672,103149568,2.20342E+12,,,5439488,5439488,,WUDFHost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,98852864,2.20342E+12,FALSE,,,,9904128,9904128,,
WUDFHost,0,337,2.20344E+12,16695296,11083776,16760,,,,,,,,Process,13,,,,,,337,5440,.,0,,,,,,16760,16760,11083776,11083776,144464,144464,11460608,11460608,24977408,24977408,125796352,2.20344E+12,,,11083776,11083776,,WUDFHost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,118980608,2.20344E+12,FALSE,,,,16695296,16695296,,
WUDFHost,0,213,2.20338E+12,4481024,1507328,10200,,,,,,,,Process,13,,,,,,213,5888,.,0,,,,,,10200,10200,1507328,1507328,50408,50408,1658880,1658880,5804032,5804032,66351104,2.20338E+12,,,1507328,1507328,,WUDFHost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,63729664,2.20338E+12,FALSE,,,,4481024,4481024,,
YourPhone,1,372,2.20373E+12,57344,11411456,20104,C:\Program Files\WindowsApps\Microsoft.YourPhone_1.19051.545.0_x64__8wekyb3d8bbwe\YourPhone.exe,Microsoft Corporation,0.34375,1.19051.545.00000,1.19051.054500000-19051,YourPhone.exe,Microsoft Your Phone,Process,8,,FALSE,,3092,Microsoft.Win32.SafeHandles.SafeProcessHandle,372,9908,.,0,,System.Diagnostics.ProcessModule (YourPhone.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,20104,20104,11411456,11411456,512744,512744,12550144,12550144,43110400,43110400,449970176,2.20377E+12,TRUE,Normal,11411456,11411456,00:00.2,YourPhone,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.3,00:00.1,414318592,2.20373E+12,FALSE,,,,57344,57344,,
